personId,timestamp,weekday,date,time,location,price,last4ccnum,loyaltynum.x
1,2014-01-19T11:45:00Z,Sun,2014-01-19,19:45,Guy's Gyros,23.21,1286,L3288
2,2014-01-06T05:39:00Z,Mon,2014-01-06,13:39,Guy's Gyros,11.22,1310,L8012
2,2014-01-06T13:32:00Z,Mon,2014-01-06,21:32,Frydos Autosupply n' More,314.98,1310,NA
2,2014-01-06T23:47:00Z,Tue,2014-01-07,07:47,Hallowed Grounds,7.88,1310,L8012
2,2014-01-07T05:30:00Z,Tue,2014-01-07,13:30,Gelatogalore,51.64,1310,NA
2,2014-01-07T13:19:00Z,Tue,2014-01-07,21:19,Katerinas Cafe,18.35,1310,L8012
2,2014-01-07T23:39:00Z,Wed,2014-01-08,07:39,Hallowed Grounds,8.28,1310,NA
2,2014-01-08T05:34:00Z,Wed,2014-01-08,13:34,Katerinas Cafe,88.98,1310,NA
2,2014-01-08T12:08:00Z,Wed,2014-01-08,20:08,Katerinas Cafe,31.59,1310,L8012
2,2014-01-08T23:37:00Z,Thu,2014-01-09,07:37,Hallowed Grounds,17.56,1310,L8012
2,2014-01-09T05:51:00Z,Thu,2014-01-09,13:51,Hippokampos,13.84,1310,L8012
2,2014-01-09T13:18:00Z,Thu,2014-01-09,21:18,Katerinas Cafe,8.57,1310,L8012
2,2014-01-09T23:41:00Z,Fri,2014-01-10,07:41,Hallowed Grounds,11.49,1310,L8012
2,2014-01-10T05:36:00Z,Fri,2014-01-10,13:36,Abila Zacharo,36.73,1310,L8012
2,2014-01-11T05:32:00Z,Sat,2014-01-11,13:32,Abila Zacharo,54.82,1310,L8012
2,2014-01-11T08:00:00Z,Sat,2014-01-11,16:00,Roberts and Sons,256.24,1310,NA
2,2014-01-11T11:51:00Z,Sat,2014-01-11,19:51,Katerinas Cafe,45.68,1310,L8012
2,2014-01-12T05:30:00Z,Sun,2014-01-12,13:30,Ouzeri Elian,72.32,1310,L8012
2,2014-01-12T07:10:00Z,Sun,2014-01-12,15:10,Shoppers' Delight,135.78,1310,L8012
2,2014-01-12T23:42:00Z,Mon,2014-01-13,07:42,Hallowed Grounds,3.02,1310,NA
2,2014-01-13T05:48:00Z,Mon,2014-01-13,13:48,Ouzeri Elian,8.32,1310,L8012
2,2014-01-13T12:33:00Z,Mon,2014-01-13,20:33,Katerinas Cafe,91.36,1310,NA
2,2014-01-13T23:42:00Z,Tue,2014-01-14,07:42,Hallowed Grounds,4.59,1310,L8012
2,2014-01-14T05:37:00Z,Tue,2014-01-14,13:37,Abila Zacharo,10.24,1310,L8012
2,2014-01-15T00:00:00Z,Wed,2014-01-15,08:00,Hallowed Grounds,15.27,1310,NA
2,2014-01-15T06:00:00Z,Wed,2014-01-15,14:00,Katerinas Cafe,12.12,1310,L8012
2,2014-01-15T12:23:00Z,Wed,2014-01-15,20:23,Katerinas Cafe,39.63,1310,L8012
2,2014-01-15T23:51:00Z,Thu,2014-01-16,07:51,Hallowed Grounds,9.6,1310,NA
2,2014-01-16T05:54:00Z,Thu,2014-01-16,13:54,Hippokampos,8.07,1310,NA
2,2014-01-16T23:31:00Z,Fri,2014-01-17,07:31,Hallowed Grounds,3.25,1310,L8012
2,2014-01-17T05:40:00Z,Fri,2014-01-17,13:40,Gelatogalore,37.3,1310,NA
2,2014-01-17T12:07:00Z,Fri,2014-01-17,20:07,Katerinas Cafe,21.22,1310,L8012
2,2014-01-18T11:54:00Z,Sat,2014-01-18,19:54,Katerinas Cafe,33.63,1310,L8012
2,2014-01-19T06:01:00Z,Sun,2014-01-19,14:01,Katerinas Cafe,12.78,1310,NA
3,2014-01-06T04:00:00Z,Mon,2014-01-06,12:00,Bean There Done That,5.24,1321,L4149
3,2014-01-06T05:47:00Z,Mon,2014-01-06,13:47,Kalami Kafenion,22.13,1321,NA
3,2014-01-06T12:20:00Z,Mon,2014-01-06,20:20,Hippokampos,35.34,1321,L4149
3,2014-01-07T04:00:00Z,Tue,2014-01-07,12:00,Bean There Done That,8.03,1321,L4149
3,2014-01-07T05:56:00Z,Tue,2014-01-07,13:56,Ouzeri Elian,16.2,1321,NA
3,2014-01-07T12:34:00Z,Tue,2014-01-07,20:34,Hippokampos,70.19,1321,NA
3,2014-01-08T04:00:00Z,Wed,2014-01-08,12:00,Bean There Done That,94.96,1321,NA
3,2014-01-08T05:31:00Z,Wed,2014-01-08,13:31,Hippokampos,37.89,1321,L4149
3,2014-01-09T04:00:00Z,Thu,2014-01-09,12:00,Bean There Done That,15.53,1321,NA
3,2014-01-09T05:37:00Z,Thu,2014-01-09,13:37,Hippokampos,9.12,1321,L4149
3,2014-01-09T12:21:00Z,Thu,2014-01-09,20:21,Frydos Autosupply n' More,120.65,1321,NA
3,2014-01-10T04:00:00Z,Fri,2014-01-10,12:00,Bean There Done That,18.67,1321,L4149
3,2014-01-10T05:52:00Z,Fri,2014-01-10,13:52,Guy's Gyros,31.05,1321,L4149
3,2014-01-11T05:50:00Z,Sat,2014-01-11,13:50,Katerinas Cafe,23.45,1321,L4149
3,2014-01-12T11:22:00Z,Sun,2014-01-12,19:22,Hippokampos,27.15,1321,L4149
3,2014-01-13T04:00:00Z,Mon,2014-01-13,12:00,Bean There Done That,5.54,1321,L4149
3,2014-01-13T05:34:00Z,Mon,2014-01-13,13:34,Abila Zacharo,27.3,1321,L4149
3,2014-01-13T12:42:00Z,Mon,2014-01-13,20:42,Albert's Fine Clothing,49.48,1321,L4149
3,2014-01-14T04:00:00Z,Tue,2014-01-14,12:00,Bean There Done That,67.82,1321,NA
3,2014-01-14T05:51:00Z,Tue,2014-01-14,13:51,Kalami Kafenion,15.27,1321,L4149
3,2014-01-15T04:00:00Z,Wed,2014-01-15,12:00,Bean There Done That,18.96,1321,L4149
3,2014-01-15T05:31:00Z,Wed,2014-01-15,13:31,Ouzeri Elian,36.47,1321,L4149
3,2014-01-15T12:23:00Z,Wed,2014-01-15,20:23,Hippokampos,10.35,1321,L4149
3,2014-01-16T04:00:00Z,Thu,2014-01-16,12:00,Bean There Done That,98.34,1321,NA
3,2014-01-16T05:43:00Z,Thu,2014-01-16,13:43,Hippokampos,14.89,1321,L4149
3,2014-01-16T12:13:00Z,Thu,2014-01-16,20:13,Hippokampos,29.13,1321,L4149
3,2014-01-17T04:00:00Z,Fri,2014-01-17,12:00,Bean There Done That,18.72,1321,L4149
3,2014-01-17T05:48:00Z,Fri,2014-01-17,13:48,Katerinas Cafe,13.11,1321,L4149
3,2014-01-17T11:44:00Z,Fri,2014-01-17,19:44,Albert's Fine Clothing,1239.41,1321,L4149
3,2014-01-18T05:58:00Z,Sat,2014-01-18,13:58,Kalami Kafenion,24.14,1321,L4149
3,2014-01-18T11:21:00Z,Sat,2014-01-18,19:21,Hippokampos,21.34,1321,NA
3,2014-01-19T11:44:00Z,Sun,2014-01-19,19:44,Hippokampos,88.27,1321,NA
4,2014-01-06T04:00:00Z,Mon,2014-01-06,12:00,Bean There Done That,10.28,1415,L7783
4,2014-01-06T05:24:00Z,Mon,2014-01-06,13:24,Guy's Gyros,15.44,1415,L7783
4,2014-01-06T12:46:00Z,Mon,2014-01-06,20:46,Hippokampos,21.33,1415,L7783
4,2014-01-07T04:00:00Z,Tue,2014-01-07,12:00,Bean There Done That,51.25,1415,NA
4,2014-01-07T05:20:00Z,Tue,2014-01-07,13:20,Abila Zacharo,13.52,1415,L7783
4,2014-01-07T12:02:00Z,Tue,2014-01-07,20:02,Hippokampos,11.56,1415,L7783
4,2014-01-08T04:00:00Z,Wed,2014-01-08,12:00,Bean There Done That,17.45,1415,L7783
4,2014-01-08T05:34:00Z,Wed,2014-01-08,13:34,Abila Zacharo,14.41,1415,L7783
4,2014-01-08T11:21:00Z,Wed,2014-01-08,19:21,Hippokampos,10.52,1415,L7783
4,2014-01-09T04:00:00Z,Thu,2014-01-09,12:00,Bean There Done That,13,1415,L7783
4,2014-01-09T05:43:00Z,Thu,2014-01-09,13:43,Guy's Gyros,74.91,1415,NA
4,2014-01-10T04:00:00Z,Fri,2014-01-10,12:00,Bean There Done That,15.39,1415,L7783
4,2014-01-10T05:35:00Z,Fri,2014-01-10,13:35,Gelatogalore,26.15,1415,L7783
4,2014-01-10T11:46:00Z,Fri,2014-01-10,19:46,Hippokampos,48.22,1415,NA
4,2014-01-11T12:23:00Z,Sat,2014-01-11,20:23,Hippokampos,70.23,1415,L7783
4,2014-01-12T11:29:00Z,Sun,2014-01-12,19:29,Hippokampos,66.63,1415,L7783
4,2014-01-13T04:00:00Z,Mon,2014-01-13,12:00,Bean There Done That,7.93,1415,L7783
4,2014-01-13T05:41:00Z,Mon,2014-01-13,13:41,Gelatogalore,36.93,1415,L7783
4,2014-01-13T12:42:00Z,Mon,2014-01-13,20:42,Hippokampos,31.59,1415,L7783
4,2014-01-14T04:00:00Z,Tue,2014-01-14,12:00,Bean There Done That,7.28,1415,L7783
4,2014-01-14T05:36:00Z,Tue,2014-01-14,13:36,Guy's Gyros,13.27,1415,NA
4,2014-01-14T11:44:00Z,Tue,2014-01-14,19:44,Hippokampos,39.64,1415,L7783
4,2014-01-15T05:22:00Z,Wed,2014-01-15,13:22,Guy's Gyros,14.37,1415,L7783
4,2014-01-15T11:55:00Z,Wed,2014-01-15,19:55,Hippokampos,13.02,1415,NA
4,2014-01-16T04:00:00Z,Thu,2014-01-16,12:00,Bean There Done That,19.82,1415,L7783
4,2014-01-16T05:36:00Z,Thu,2014-01-16,13:36,Hippokampos,31.14,1415,L7783
4,2014-01-17T00:08:00Z,Fri,2014-01-17,08:08,Kronos Mart,286.24,1415,NA
4,2014-01-17T04:00:00Z,Fri,2014-01-17,12:00,Bean There Done That,19.67,1415,L7783
4,2014-01-17T05:38:00Z,Fri,2014-01-17,13:38,Ouzeri Elian,14.01,1415,NA
4,2014-01-18T12:11:00Z,Sat,2014-01-18,20:11,Hippokampos,72.5,1415,L7783
4,2014-01-19T12:16:00Z,Sun,2014-01-19,20:16,Hippokampos,78.96,1415,L7783
5,2014-01-06T00:01:00Z,Mon,2014-01-06,08:01,Hallowed Grounds,10.07,1874,L4424
5,2014-01-06T05:50:00Z,Mon,2014-01-06,13:50,Katerinas Cafe,13.59,1874,L4424
5,2014-01-06T12:08:00Z,Mon,2014-01-06,20:08,Katerinas Cafe,12.32,1874,L4424
5,2014-01-06T23:41:00Z,Tue,2014-01-07,07:41,Hallowed Grounds,19.59,1874,NA
5,2014-01-07T05:52:00Z,Tue,2014-01-07,13:52,Gelatogalore,71.77,1874,NA
5,2014-01-07T12:12:00Z,Tue,2014-01-07,20:12,Katerinas Cafe,55.63,1874,NA
5,2014-01-07T23:39:00Z,Wed,2014-01-08,07:39,Hallowed Grounds,8.15,1874,L4424
5,2014-01-08T05:51:00Z,Wed,2014-01-08,13:51,Guy's Gyros,15.86,1874,L4424
5,2014-01-08T13:09:00Z,Wed,2014-01-08,21:09,Katerinas Cafe,27.87,1874,L4424
5,2014-01-09T05:40:00Z,Thu,2014-01-09,13:40,Abila Zacharo,20.73,1874,L4424
5,2014-01-09T23:41:00Z,Fri,2014-01-10,07:41,Hallowed Grounds,12.03,1874,L4424
5,2014-01-10T05:59:00Z,Fri,2014-01-10,13:59,Abila Zacharo,8.22,1874,L4424
5,2014-01-11T12:46:00Z,Sat,2014-01-11,20:46,Katerinas Cafe,57.6,1874,NA
5,2014-01-12T06:04:00Z,Sun,2014-01-12,14:04,Hippokampos,12.57,1874,L4424
5,2014-01-12T12:48:00Z,Sun,2014-01-12,20:48,Katerinas Cafe,87.09,1874,NA
5,2014-01-13T04:00:00Z,Mon,2014-01-13,12:00,Bean There Done That,10.37,1874,L4424
5,2014-01-13T05:40:00Z,Mon,2014-01-13,13:40,Katerinas Cafe,8.29,1874,L4424
5,2014-01-13T13:00:00Z,Mon,2014-01-13,21:00,Katerinas Cafe,27.59,1874,L4424
5,2014-01-13T23:54:00Z,Tue,2014-01-14,07:54,Hallowed Grounds,19.99,1874,L4424
5,2014-01-14T05:44:00Z,Tue,2014-01-14,13:44,Guy's Gyros,16.35,1874,L4424
5,2014-01-14T12:26:00Z,Tue,2014-01-14,20:26,Katerinas Cafe,12.65,1874,L4424
5,2014-01-15T05:35:00Z,Wed,2014-01-15,13:35,Kalami Kafenion,26.17,1874,L4424
5,2014-01-15T12:33:00Z,Wed,2014-01-15,20:33,Frydos Autosupply n' More,18.66,1874,NA
5,2014-01-15T23:54:00Z,Thu,2014-01-16,07:54,Hallowed Grounds,7.22,1874,L4424
5,2014-01-16T05:48:00Z,Thu,2014-01-16,13:48,Gelatogalore,32.4,1874,L4424
5,2014-01-16T11:45:00Z,Thu,2014-01-16,19:45,Frydos Autosupply n' More,53.37,1874,L4424
5,2014-01-16T23:52:00Z,Fri,2014-01-17,07:52,Hallowed Grounds,18.6,1874,L4424
5,2014-01-17T05:51:00Z,Fri,2014-01-17,13:51,Kalami Kafenion,20.02,1874,L4424
5,2014-01-18T05:28:00Z,Sat,2014-01-18,13:28,Guy's Gyros,27.4,1874,L4424
5,2014-01-18T07:32:00Z,Sat,2014-01-18,15:32,Frydos Autosupply n' More,361.54,1874,NA
5,2014-01-18T11:31:00Z,Sat,2014-01-18,19:31,Katerinas Cafe,22.74,1874,L4424
5,2014-01-19T12:05:00Z,Sun,2014-01-19,20:05,Katerinas Cafe,33.79,1874,L4424
6,2014-01-06T04:00:00Z,Mon,2014-01-06,12:00,Bean There Done That,8.54,1877,L3014
6,2014-01-06T05:57:00Z,Mon,2014-01-06,13:57,Hippokampos,8.64,1877,L3014
6,2014-01-06T12:36:00Z,Mon,2014-01-06,20:36,Hippokampos,26.8,1877,L3014
6,2014-01-07T04:00:00Z,Tue,2014-01-07,12:00,Bean There Done That,53.89,1877,NA
6,2014-01-07T05:45:00Z,Tue,2014-01-07,13:45,Kalami Kafenion,22.83,1877,L3014
6,2014-01-07T12:01:00Z,Tue,2014-01-07,20:01,Hippokampos,20.17,1877,L3014
6,2014-01-08T04:00:00Z,Wed,2014-01-08,12:00,Bean There Done That,8.06,1877,NA
6,2014-01-08T05:47:00Z,Wed,2014-01-08,13:47,Katerinas Cafe,27.05,1877,NA
6,2014-01-09T04:00:00Z,Thu,2014-01-09,12:00,Bean There Done That,4.06,1877,L3014
6,2014-01-09T06:06:00Z,Thu,2014-01-09,14:06,Katerinas Cafe,8.01,1877,L3014
6,2014-01-09T12:15:00Z,Thu,2014-01-09,20:15,Hippokampos,70.68,1877,NA
6,2014-01-10T04:00:00Z,Fri,2014-01-10,12:00,Bean There Done That,13.41,1877,L3014
6,2014-01-10T05:50:00Z,Fri,2014-01-10,13:50,Ouzeri Elian,15.25,1877,L3014
6,2014-01-11T11:33:00Z,Sat,2014-01-11,19:33,Hippokampos,11.13,1877,NA
6,2014-01-12T11:58:00Z,Sun,2014-01-12,19:58,Albert's Fine Clothing,63.36,1877,L3014
6,2014-01-13T04:00:00Z,Mon,2014-01-13,12:00,Bean There Done That,19.56,1877,L3014
6,2014-01-13T06:06:00Z,Mon,2014-01-13,14:06,Ouzeri Elian,29.75,1877,L3014
6,2014-01-14T04:00:00Z,Tue,2014-01-14,12:00,Bean There Done That,14.56,1877,NA
6,2014-01-14T05:49:00Z,Tue,2014-01-14,13:49,Gelatogalore,70.98,1877,NA
6,2014-01-15T04:00:00Z,Wed,2014-01-15,12:00,Bean There Done That,93.13,1877,NA
6,2014-01-15T05:42:00Z,Wed,2014-01-15,13:42,Hippokampos,32.4,1877,L3014
6,2014-01-15T12:24:00Z,Wed,2014-01-15,20:24,Hippokampos,16.37,1877,L3014
6,2014-01-16T04:00:00Z,Thu,2014-01-16,12:00,Bean There Done That,5.56,1877,L3014
6,2014-01-16T06:05:00Z,Thu,2014-01-16,14:05,Guy's Gyros,32.8,1877,L3014
6,2014-01-16T12:45:00Z,Thu,2014-01-16,20:45,Shoppers' Delight,160.69,1877,NA
6,2014-01-17T04:00:00Z,Fri,2014-01-17,12:00,Bean There Done That,19.56,1877,L3014
6,2014-01-17T05:58:00Z,Fri,2014-01-17,13:58,Hippokampos,21.81,1877,NA
6,2014-01-18T05:21:00Z,Sat,2014-01-18,13:21,Hippokampos,100.11,1877,NA
6,2014-01-18T07:51:00Z,Sat,2014-01-18,15:51,Frydos Autosupply n' More,103.55,1877,L3014
6,2014-01-18T12:23:00Z,Sat,2014-01-18,20:23,Hippokampos,29.21,1877,NA
7,2014-01-05T23:54:00Z,Mon,2014-01-06,07:54,Coffee Cameleon,11.86,2142,L9637
7,2014-01-06T05:53:00Z,Mon,2014-01-06,13:53,Katerinas Cafe,36.95,2142,NA
7,2014-01-06T13:23:00Z,Mon,2014-01-06,21:23,Frydos Autosupply n' More,197.32,2142,L9637
7,2014-01-07T00:00:00Z,Tue,2014-01-07,08:00,Coffee Cameleon,11.55,2142,L9637
7,2014-01-07T05:29:00Z,Tue,2014-01-07,13:29,Ouzeri Elian,29.1,2142,L9637
7,2014-01-07T12:11:00Z,Tue,2014-01-07,20:11,Katerinas Cafe,10.07,2142,L9637
7,2014-01-07T23:59:00Z,Wed,2014-01-08,07:59,Coffee Cameleon,15.71,2142,L9637
7,2014-01-08T05:41:00Z,Wed,2014-01-08,13:41,Katerinas Cafe,26.45,2142,L9637
7,2014-01-08T12:27:00Z,Wed,2014-01-08,20:27,Katerinas Cafe,33.31,2142,L9637
7,2014-01-09T00:03:00Z,Thu,2014-01-09,08:03,Coffee Cameleon,16.13,2142,L9637
7,2014-01-09T05:53:00Z,Thu,2014-01-09,13:53,Hippokampos,16.65,2142,NA
7,2014-01-10T00:11:00Z,Fri,2014-01-10,08:11,Coffee Cameleon,13.25,2142,NA
7,2014-01-10T05:47:00Z,Fri,2014-01-10,13:47,Katerinas Cafe,24.33,2142,L9637
7,2014-01-11T06:17:00Z,Sat,2014-01-11,14:17,Katerinas Cafe,26.02,2142,L9637
7,2014-01-11T11:31:00Z,Sat,2014-01-11,19:31,Katerinas Cafe,33.18,2142,L9637
7,2014-01-12T05:25:00Z,Sun,2014-01-12,13:25,Hippokampos,12.55,2142,L9637
7,2014-01-12T07:49:00Z,Sun,2014-01-12,15:49,Albert's Fine Clothing,195.81,2142,L9637
7,2014-01-12T12:13:00Z,Sun,2014-01-12,20:13,Katerinas Cafe,39.55,2142,NA
7,2014-01-13T00:12:00Z,Mon,2014-01-13,08:12,Coffee Cameleon,17.76,2142,L9637
7,2014-01-13T05:39:00Z,Mon,2014-01-13,13:39,Guy's Gyros,37.37,2142,L9637
7,2014-01-13T12:24:00Z,Mon,2014-01-13,20:24,Katerinas Cafe,35.7,2142,L9637
7,2014-01-13T23:56:00Z,Tue,2014-01-14,07:56,Coffee Cameleon,7.84,2142,L9637
7,2014-01-14T05:32:00Z,Tue,2014-01-14,13:32,Gelatogalore,32.82,2142,NA
7,2014-01-14T23:45:00Z,Wed,2014-01-15,07:45,Coffee Cameleon,19.93,2142,L9637
7,2014-01-15T05:44:00Z,Wed,2014-01-15,13:44,Guy's Gyros,15.89,2142,L9637
7,2014-01-15T12:00:00Z,Wed,2014-01-15,20:00,Katerinas Cafe,29.84,2142,NA
7,2014-01-16T05:45:00Z,Thu,2014-01-16,13:45,Ouzeri Elian,18.27,2142,NA
7,2014-01-16T12:36:00Z,Thu,2014-01-16,20:36,Katerinas Cafe,19.44,2142,L9637
7,2014-01-17T05:41:00Z,Fri,2014-01-17,13:41,Abila Zacharo,14.51,2142,L9637
7,2014-01-17T12:58:00Z,Fri,2014-01-17,20:58,Katerinas Cafe,38.21,2142,L9637
7,2014-01-19T05:33:00Z,Sun,2014-01-19,13:33,Hippokampos,64.37,2142,NA
7,2014-01-19T07:39:00Z,Sun,2014-01-19,15:39,Albert's Fine Clothing,274.66,2142,L9637
7,2014-01-19T11:56:00Z,Sun,2014-01-19,19:56,Shoppers' Delight,30.39,2142,L9637
8,2014-01-07T06:16:00Z,Tue,2014-01-07,14:16,Abila Scrapyard,2149.28,2276,L3317
8,2014-01-07T07:03:00Z,Tue,2014-01-07,15:03,Stewart and Sons Fabrication,962.2,2276,NA
8,2014-01-07T08:24:00Z,Tue,2014-01-07,16:24,Nationwide Refinery,889.58,2276,L3317
8,2014-01-09T05:18:00Z,Thu,2014-01-09,13:18,Abila Airport,4792.5,2276,L3317
8,2014-01-09T06:12:00Z,Thu,2014-01-09,14:12,Abila Scrapyard,1158.36,2276,L3317
8,2014-01-09T07:00:00Z,Thu,2014-01-09,15:00,Stewart and Sons Fabrication,918.6,2276,L3317
8,2014-01-09T08:27:00Z,Thu,2014-01-09,16:27,Nationwide Refinery,1322.5,2276,L3317
8,2014-01-14T05:06:00Z,Tue,2014-01-14,13:06,Abila Airport,3379.21,2276,NA
8,2014-01-14T06:13:00Z,Tue,2014-01-14,14:13,Abila Scrapyard,4277.4,2276,L3317
8,2014-01-14T08:28:00Z,Tue,2014-01-14,16:28,Nationwide Refinery,4429.76,2276,L3317
8,2014-01-16T05:22:00Z,Thu,2014-01-16,13:22,Abila Airport,3138.98,2276,L3317
8,2014-01-16T08:56:00Z,Thu,2014-01-16,16:56,Abila Scrapyard,1897.05,2276,L3317
9,2014-01-06T00:14:00Z,Mon,2014-01-06,08:14,Coffee Cameleon,3.2,2418,NA
9,2014-01-06T05:18:00Z,Mon,2014-01-06,13:18,Abila Zacharo,106.93,2418,NA
9,2014-01-06T12:19:00Z,Mon,2014-01-06,20:19,Katerinas Cafe,21.66,2418,NA
9,2014-01-07T00:01:00Z,Tue,2014-01-07,08:01,Coffee Cameleon,52.44,2418,NA
9,2014-01-07T05:44:00Z,Tue,2014-01-07,13:44,Abila Zacharo,32.4,2418,L9018
9,2014-01-08T00:22:00Z,Wed,2014-01-08,08:22,Coffee Cameleon,16.17,2418,L9018
9,2014-01-08T05:47:00Z,Wed,2014-01-08,13:47,Gelatogalore,22.27,2418,L9018
9,2014-01-08T12:07:00Z,Wed,2014-01-08,20:07,Frydos Autosupply n' More,214.07,2418,L9018
9,2014-01-09T05:29:00Z,Thu,2014-01-09,13:29,Hippokampos,27.47,2418,L9018
9,2014-01-09T12:38:00Z,Thu,2014-01-09,20:38,Katerinas Cafe,30.69,2418,NA
9,2014-01-09T23:54:00Z,Fri,2014-01-10,07:54,Coffee Cameleon,9.69,2418,L9018
9,2014-01-10T05:38:00Z,Fri,2014-01-10,13:38,Katerinas Cafe,21.22,2418,L9018
9,2014-01-11T05:23:00Z,Sat,2014-01-11,13:23,Katerinas Cafe,45.21,2418,L9018
